name,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,cluster
LOCO                                                                                                                                                                             ,0.764,0.886,-3.067,0.177,0.0109,2.21e-05,0.325,0.497,102.012,191462,18
MONEY                                                                                                                                                                            ,0.826,0.553,-10.121,0.234,0.163,4.12e-05,0.135,0.4,140.037,168228,1
SWIPE                                                                                                                                                                            ,0.781,0.757,-4.268,0.0547,0.00151,0.0,0.19,0.666,96.009,177893,1
Goosebumps                                                                                                                                                                       ,0.768,0.832,-6.125,0.0531,0.0177,0.0,0.122,0.914,115.027,185453,5
XOXO                                                                                                                                                                             ,0.703,0.611,-6.376,0.0313,0.0705,0.0,0.133,0.527,144.991,207650,1
Christmas EveL                                                                                                                                                                   ,0.877,0.78,-3.703,0.162,0.042,0.0,0.401,0.892,139.984,178530,5
"Red Light, Green Light                                                                                                                                                         ",0.64,0.926,-3.564,0.247,0.129,0.0,0.0545,0.599,159.942,203693,6
Favorite (Vampire)                                                                                                                                                               ,0.561,0.758,-3.87,0.0478,0.000831,3.08e-06,0.15,0.178,149.944,215587,17
Butter (feat. Megan Thee Stallion)                                                                                                                                               ,0.739,0.588,-4.971,0.136,0.00308,0.0,0.109,0.774,109.958,164457,19
DUMB DUMB                                                                                                                                                                        ,0.85,0.734,-6.415,0.0491,0.0221,0.000179,0.0728,0.406,103.027,149214,1
Lover Like Me                                                                                                                                                                    ,0.681,0.636,-4.062,0.0639,0.00643,4.07e-06,0.227,0.459,157.976,177846,18
I'm Gonna Love You                                                                                                                                                               ,0.519,0.445,-5.452,0.206,0.434,0.0,0.258,0.505,200.021,151733,23
My Universe                                                                                                                                                                      ,0.588,0.701,-6.39,0.0402,0.00813,0.0,0.2,0.443,104.988,228000,18
Queendom                                                                                                                                                                         ,0.695,0.896,-1.24,0.0847,0.179,0.0,0.0626,0.508,119.959,181760,18
Deja Vu                                                                                                                                                                          ,0.692,0.835,-4.978,0.0628,0.0517,0.0,0.134,0.566,80.017,196670,18
Tie a Cherry                                                                                                                                                                     ,0.748,0.771,-4.79,0.08,0.0752,2.45e-05,0.168,0.624,158.209,190050,6
Thunderous                                                                                                                                                                       ,0.613,0.785,-3.706,0.253,0.214,0.0,0.209,0.787,172.194,183267,6
ALL IN                                                                                                                                                                           ,0.74,0.834,-5.751,0.293,0.0392,0.0,0.0568,0.775,139.961,187187,5
Favorite (Vampire)                                                                                                                                                               ,0.561,0.758,-3.87,0.0478,0.000831,3.08e-06,0.15,0.178,149.944,215587,17
Permission to Dance                                                                                                                                                              ,0.702,0.741,-5.33,0.0427,0.00544,0.0,0.337,0.646,124.925,187585,18
Rock with you                                                                                                                                                                    ,0.621,0.816,-5.242,0.104,0.0966,0.0,0.134,0.694,163.966,180360,6
Heart                                                                                                                                                                            ,0.718,0.563,-5.608,0.125,0.713,0.0,0.41,0.614,95.058,196560,9
5th Season (SSFWL)                                                                                                                                                               ,0.557,0.893,-2.799,0.0496,0.453,0.0,0.635,0.533,125.941,240387,14
Right Through Me                                                                                                                                                                 ,0.632,0.762,-3.475,0.0689,0.173,0.0,0.27,0.844,175.979,217972,6
BEcause                                                                                                                                                                          ,0.55,0.932,-2.75,0.0855,0.0183,0.0,0.344,0.45,170.012,191947,25
US                                                                                                                                                                               ,0.777,0.577,-4.435,0.282,0.194,0.0,0.203,0.721,100.281,179360,1
Feel Special                                                                                                                                                                     ,0.709,0.959,-1.339,0.0603,0.0296,0.00188,0.107,0.644,128.983,206867,18
Eternal Sunshine                                                                                                                                                                 ,0.673,0.863,-4.883,0.0363,0.0241,0.0,0.267,0.521,110.018,209619,18
Go or Stop?                                                                                                                                                                      ,0.689,0.954,-3.03,0.0826,0.00714,3.7e-06,0.141,0.796,126.959,158613,5
ONLY                                                                                                                                                                             ,0.536,0.296,-7.451,0.0346,0.892,0.0,0.0873,0.151,122.907,240907,3
Alcohol-Free                                                                                                                                                                     ,0.688,0.909,-1.992,0.0624,0.0474,1.35e-06,0.0674,0.702,97.097,210573,5
Next Level                                                                                                                                                                       ,0.82,0.852,-2.567,0.166,0.488,5.94e-06,0.0907,0.82,109.036,221573,4
SPICY                                                                                                                                                                            ,0.477,0.707,-7.249,0.27,0.00986,6.99e-05,0.389,0.72,178.857,194715,25
FLEX                                                                                                                                                                             ,0.621,0.913,-2.428,0.051,0.0162,0.0,0.279,0.539,99.984,221707,18
Popping                                                                                                                                                                          ,0.811,0.842,-4.673,0.0892,0.0128,0.0,0.0469,0.828,120.535,204800,5
Billy Poco                                                                                                                                                                       ,0.935,0.814,-4.332,0.0514,0.0355,9.38e-05,0.0537,0.964,135.038,145204,5
Hey Tayo - Tayo Opening Theme Song                                                                                                                                               ,0.785,0.672,-4.379,0.0306,0.119,0.0,0.0554,0.754,114.996,111387,19
Hot Sauce                                                                                                                                                                        ,0.769,0.926,-1.627,0.0788,0.0127,0.0,0.285,0.551,100.034,195813,18
God’s Menu                                                                                                                                                                       ,0.689,0.771,-3.618,0.0548,0.00776,0.0,0.521,0.482,157.052,167922,14
After School                                                                                                                                                                     ,0.634,0.928,-1.609,0.0514,0.00719,2.55e-06,0.0626,0.738,164.007,205373,5
Hello Future                                                                                                                                                                     ,0.545,0.803,-2.283,0.0526,0.0261,0.0,0.114,0.5,170.006,220920,25
Make it                                                                                                                                                                          ,0.736,0.663,-4.37,0.121,0.187,0.0,0.11,0.753,92.924,179707,19
Mixtape : OH                                                                                                                                                                     ,0.745,0.684,-4.398,0.0698,0.201,0.0,0.149,0.629,87.98,212480,1
Butter                                                                                                                                                                           ,0.759,0.459,-5.187,0.0948,0.00323,0.0,0.0906,0.695,109.997,164442,19
GAMBLER                                                                                                                                                                          ,0.752,0.861,-2.72,0.152,0.00458,5.84e-06,0.158,0.595,97.968,213027,18
SHE'S THE ONE                                                                                                                                                                    ,0.629,0.574,-6.42,0.0744,0.268,0.0,0.105,0.513,164.08,199312,12
Maschen-Draht-Zaun (Radio Edit)                                                                                                                                                  ,0.794,0.513,-8.608,0.0488,0.586,0.0,0.335,0.714,113.03,207800,9
"Irgendwie, irgendwo, irgendwann - Live                                                                                                                                         ",0.567,0.742,-5.858,0.0432,0.0799,0.0,0.959,0.745,78.851,389787,14
Weinst Du                                                                                                                                                                        ,0.386,0.49,-10.71,0.0318,0.483,0.0,0.486,0.217,129.645,251733,23
Immer wieder                                                                                                                                                                     ,0.645,0.648,-7.902,0.0412,0.00859,6.04e-05,0.0986,0.583,147.946,246467,18
Adler sollen fliegen                                                                                                                                                             ,0.459,0.659,-5.32,0.0322,0.306,7.83e-05,0.368,0.241,135.308,343440,26
So bist Du - Radio Edit                                                                                                                                                          ,0.679,0.816,-4.53,0.0315,0.0391,1.03e-06,0.417,0.534,87.018,191573,18
Mein Stern - Remix 2010 by DJ Size & RocFam                                                                                                                                      ,0.696,0.905,-3.976,0.0277,0.314,0.00245,0.0884,0.519,110.032,199000,18
Anton aus Tirol                                                                                                                                                                  ,0.745,0.961,-5.433,0.0688,0.0406,0.0,0.911,0.906,135.025,229733,14
Das Boot                                                                                                                                                                         ,0.638,0.887,-7.688,0.0672,0.0161,0.0618,0.34,0.347,122.742,315773,17
Ich vermiss' Dich... (wie die Hölle) - Radio Mix                                                                                                                                 ,0.851,0.898,-3.707,0.0339,0.0403,0.0,0.326,0.628,131.979,181023,5
Großer Bruder - Single Mix                                                                                                                                                       ,0.684,0.965,-3.57,0.0686,0.00486,3.46e-06,0.313,0.951,138.06,208190,5
Junimond                                                                                                                                                                         ,0.532,0.574,-8.752,0.0262,0.00539,0.00121,0.0761,0.265,83.127,307733,26
"Türlich, Türlich (sicher, Dicker)                                                                                                                                              ",0.777,0.626,-10.492,0.133,0.0492,7.12e-06,0.114,0.648,140.058,239733,1
Zeig mir dein Gesicht - Radio Edit                                                                                                                                               ,0.599,0.953,-3.289,0.0407,0.00239,1.21e-06,0.394,0.372,120.0,214067,17
Es ist geil ein Arschloch zu sein - Radio Version                                                                                                                                ,0.674,0.891,-5.779,0.13,0.0711,0.0,0.345,0.939,167.986,222147,6
Im Osten                                                                                                                                                                         ,0.679,0.904,-6.555,0.358,0.477,0.0,0.145,0.793,173.938,186800,6
Wenn Das Liebe Ist (Live)                                                                                                                                                        ,0.251,0.157,-18.5,0.0295,0.784,0.00253,0.375,0.168,95.789,415347,21
Schwule Mädchen                                                                                                                                                                  ,0.838,0.813,-4.358,0.225,0.02,0.0,0.0914,0.779,140.013,205293,5
Deutschland - Radio Mix                                                                                                                                                          ,0.541,0.901,-3.907,0.0724,0.274,0.0,0.0629,0.884,180.127,216627,6
Weck mich auf                                                                                                                                                                    ,0.817,0.645,-6.825,0.249,0.282,0.0,0.06,0.623,95.015,343227,1
Es könnt' ein Anfang sein - Radio Edit                                                                                                                                           ,0.756,0.663,-5.575,0.0283,0.109,0.000892,0.125,0.653,101.071,233733,1
Engel (feat. Gim) - Radio Edit                                                                                                                                                   ,0.596,0.747,-7.952,0.234,0.39,0.0,0.182,0.45,94.916,239907,12
Cruisen                                                                                                                                                                          ,0.732,0.778,-5.979,0.182,0.0156,0.0,0.0851,0.623,95.013,235267,1
Mensch                                                                                                                                                                           ,0.682,0.781,-5.566,0.0797,0.0272,0.00149,0.0768,0.865,174.025,270320,6
Herz aus Glas - Radio Edit                                                                                                                                                       ,0.702,0.638,-5.331,0.026,0.138,0.0,0.0571,0.721,98.035,197507,19
Der Weg                                                                                                                                                                          ,0.344,0.244,-10.854,0.038,0.921,7.71e-05,0.119,0.191,142.36,259347,3
Gebt Das Hanf Frei (Radio Edit)                                                                                                                                                  ,0.857,0.88,-6.322,0.163,0.303,0.0,0.369,0.792,90.023,220120,4
Leuchtturm                                                                                                                                                                       ,0.474,0.915,-6.72,0.12,0.0189,8.6e-05,0.483,0.517,122.118,204453,7
Für Dich                                                                                                                                                                         ,0.632,0.51,-5.32,0.0267,0.744,0.0,0.201,0.291,110.122,270507,23
Ich denk an dich                                                                                                                                                                 ,0.659,0.559,-7.293,0.0539,0.104,5.21e-05,0.0849,0.71,179.999,204200,6
Ab in den Süden                                                                                                                                                                  ,0.751,0.884,-3.034,0.0358,0.145,0.0,0.398,0.977,81.259,208512,5
Ich bin jung und brauche das Geld (feat. G-Style)                                                                                                                                ,0.682,0.684,-7.278,0.147,0.384,0.0,0.105,0.718,93.311,266573,4
Du hast mein Herz gebrochen                                                                                                                                                      ,0.424,0.655,-3.9,0.0375,0.511,0.0,0.228,0.402,150.213,206267,23
Augen auf!                                                                                                                                                                       ,0.701,0.937,-3.418,0.0363,0.000255,0.0,0.067,0.666,129.966,201320,5
Lebt denn dr alte Holzmichl noch?                                                                                                                                                ,0.732,0.773,-6.636,0.0861,0.236,0.0,0.672,0.656,128.033,203093,14
Liebe ist alles                                                                                                                                                                  ,0.589,0.555,-7.681,0.0241,0.252,4.89e-06,0.333,0.219,91.109,210213,26
Troy                                                                                                                                                                             ,0.809,0.785,-5.773,0.0995,0.0291,0.000237,0.363,0.664,124.999,269840,5
Wir sind wir - Radio Edit                                                                                                                                                        ,0.617,0.694,-8.325,0.0394,0.0104,3.52e-06,0.0917,0.164,94.019,224640,26
Durch die Nacht                                                                                                                                                                  ,0.507,0.721,-6.201,0.0301,0.00338,3.25e-05,0.179,0.332,139.983,250040,17
Perfekte Welle                                                                                                                                                                   ,0.669,0.636,-5.676,0.0307,0.00385,4.98e-05,0.142,0.341,112.1,199320,26
Willkommen                                                                                                                                                                       ,0.597,0.686,-5.94,0.0327,0.0265,0.000484,0.0666,0.483,124.864,261147,18
Symphonie                                                                                                                                                                        ,0.502,0.445,-9.04,0.0368,0.617,3.17e-05,0.294,0.27,77.019,272000,23
Sag mir - was meinst du? - Radio Version                                                                                                                                         ,0.737,0.658,-5.047,0.0362,0.443,0.0,0.61,0.722,102.008,173040,14
Das Spiel                                                                                                                                                                        ,0.65,0.459,-10.106,0.0318,0.751,0.00616,0.112,0.754,142.932,181667,9
Geile Zeit                                                                                                                                                                       ,0.629,0.767,-4.351,0.0243,0.0447,3.5e-05,0.114,0.198,108.002,224093,17
Schnappi - Kairo Pop Mix                                                                                                                                                         ,0.865,0.992,-6.466,0.0438,0.0165,0.0425,0.0896,0.973,130.073,211000,5
Schwarz Auf Weiß                                                                                                                                                                 ,0.754,0.429,-8.926,0.219,0.286,0.0,0.193,0.42,67.201,256400,12
Glaub an mich - Single Version                                                                                                                                                   ,0.605,0.561,-5.264,0.0312,0.675,0.0,0.153,0.288,129.774,222307,23
Emanuela                                                                                                                                                                         ,0.902,0.724,-5.939,0.0519,0.0548,0.0,0.369,0.943,127.94,191413,5
Kommt meine Liebe nicht bei dir An - Single Version                                                                                                                              ,0.544,0.633,-7.236,0.0333,0.61,0.0,0.115,0.58,139.994,217385,23
Liebe ist                                                                                                                                                                        ,0.508,0.642,-4.311,0.0257,0.145,0.0,0.102,0.324,84.994,294867,26
Zeit für Optimisten                                                                                                                                                              ,0.54,0.975,-4.285,0.177,0.16,0.0,0.104,0.363,97.119,191293,17
Du erinnerst mich an Liebe                                                                                                                                                       ,0.651,0.586,-6.135,0.0267,0.114,0.0184,0.167,0.427,125.955,211893,26
NDW 2005                                                                                                                                                                         ,0.628,0.76,-3.809,0.338,0.102,0.0,0.195,0.784,160.021,231840,6
Ich lebe - Radio Version                                                                                                                                                         ,0.56,0.777,-3.554,0.0364,0.0257,0.0,0.136,0.156,128.861,199347,17
Willst Du mit mir gehn                                                                                                                                                           ,0.743,0.746,-5.081,0.0337,0.109,0.00313,0.153,0.438,129.968,223946,18
Das alles ändert nichts daran - Radio Version                                                                                                                                    ,0.546,0.722,-5.751,0.0438,0.484,0.0,0.0974,0.29,139.953,230040,23
Die Eine 2005                                                                                                                                                                    ,0.812,0.564,-6.36,0.211,0.0448,0.0,0.119,0.49,95.024,204507,1
Durch den Monsun                                                                                                                                                                 ,0.624,0.647,-5.108,0.0326,0.0739,0.0,0.212,0.181,111.994,236333,26
Dienen - Single Version                                                                                                                                                          ,0.721,0.827,-5.514,0.0463,0.015,7.47e-05,0.229,0.263,89.978,222187,17
Engel fliegen einsam                                                                                                                                                             ,0.397,0.763,-4.211,0.0405,0.214,0.0,0.0856,0.313,175.935,186907,17
Aufstehn! (feat. CeeLo Green)                                                                                                                                                    ,0.849,0.83,-3.907,0.186,0.112,0.0,0.384,0.873,127.279,230960,5
An Tagen wie diesen                                                                                                                                                              ,0.664,0.921,-3.803,0.104,0.0251,0.0,0.175,0.766,158.381,241667,5
Die Welt steht still                                                                                                                                                             ,0.379,0.868,-3.616,0.0454,0.0101,0.0,0.102,0.274,171.971,216907,17
Mama Ana Ahabak                                                                                                                                                                  ,0.569,0.485,-7.575,0.0257,0.425,4.06e-06,0.113,0.32,99.017,238800,23
Schrei                                                                                                                                                                           ,0.584,0.826,-4.995,0.0335,0.00455,4.2e-05,0.381,0.428,94.058,197307,18
Sie liegt in meinen Armen - Radio Edit                                                                                                                                           ,0.574,0.647,-7.252,0.0718,0.384,0.0,0.703,0.489,71.624,216520,28
Ich bin ich (Wir sind wir)                                                                                                                                                       ,0.792,0.704,-6.942,0.0341,0.138,4.8e-05,0.1,0.453,123.714,219467,1
Ding - Single Version                                                                                                                                                            ,0.812,0.848,-4.915,0.0494,0.064,8.72e-06,0.0984,0.965,117.007,207253,5
Freunde bleiben                                                                                                                                                                  ,0.531,0.914,-3.408,0.0306,0.0473,1.48e-06,0.114,0.434,90.027,233160,18
Was immer du willst - Radio Version                                                                                                                                              ,0.614,0.751,-5.277,0.0315,0.0653,0.0,0.138,0.266,132.066,233221,17
Rette Mich                                                                                                                                                                       ,0.516,0.425,-9.399,0.0313,0.0575,0.0,0.128,0.0698,119.954,223360,26
Gott schenk ihr Flügel - Radio Version                                                                                                                                           ,0.72,0.703,-6.478,0.179,0.062,0.0,0.615,0.499,84.314,234267,14
Unendlich - Single Version                                                                                                                                                       ,0.343,0.319,-7.049,0.0352,0.0241,0.0343,0.239,0.127,171.964,373707,26
Virus                                                                                                                                                                            ,0.646,0.691,-8.73,0.0406,0.149,1.02e-06,0.148,0.433,130.027,237000,18
Schwarz und Weiss - Radio Edit                                                                                                                                                   ,0.488,0.807,-5.023,0.0337,0.00236,7.66e-06,0.362,0.552,133.972,235093,25
"'54, '74, '90, 2006                                                                                                                                                            ",0.55,0.925,-5.523,0.0775,0.0411,0.0,0.944,0.679,131.992,183627,14
"Zeit, dass sich was dreht - Deutsche Version                                                                                                                                   ",0.535,0.834,-4.905,0.0748,0.415,0.0,0.0653,0.416,123.842,305680,23
Prinzesschen                                                                                                                                                                     ,0.632,0.674,-6.554,0.025,0.0975,0.0,0.257,0.465,139.961,258467,18
Tanz der Moleküle - Single Version                                                                                                                                               ,0.751,0.635,-5.953,0.0339,0.26,0.0361,0.0789,0.888,126.049,238480,19
Richtig Scheisse (auf 'ne schöne Art und Weise)                                                                                                                                  ,0.615,0.951,-3.29,0.0338,0.000271,1.22e-06,0.274,0.71,114.971,199227,5
Mit dir chilln                                                                                                                                                                   ,0.607,0.712,-7.31,0.0335,0.249,0.0,0.377,0.179,130.002,237107,26
Nie genug                                                                                                                                                                        ,0.636,0.751,-5.366,0.0335,0.126,0.0,0.157,0.397,135.076,210213,18
Klar                                                                                                                                                                             ,0.752,0.751,-4.029,0.143,0.369,0.0,0.0553,0.926,99.561,295440,4
Der Letzte Tag                                                                                                                                                                   ,0.589,0.779,-4.779,0.0313,0.0766,0.0,0.0869,0.292,124.862,184067,17
Ich geh in Flammen auf                                                                                                                                                           ,0.725,0.633,-5.949,0.0309,0.216,0.0,0.0911,0.335,120.042,225320,26
Dieses Leben                                                                                                                                                                     ,0.416,0.623,-5.267,0.029,0.0315,0.00103,0.179,0.356,148.064,274667,26
Das Beste                                                                                                                                                                        ,0.695,0.401,-10.37,0.0306,0.784,1.15e-05,0.074,0.314,111.98,284547,3
Erinner mich dich zu vergessen - Radio Version                                                                                                                                   ,0.555,0.559,-5.87,0.0288,0.526,0.0,0.102,0.336,129.977,206600,23
Ich könnte dich erschießen                                                                                                                                                       ,0.709,0.952,-2.736,0.0709,0.033,2.11e-06,0.549,0.546,104.496,198746,14
"Steh' auf, wenn du auf Zwerge stehst - Otto Mix                                                                                                                                ",0.846,0.91,-5.417,0.125,0.0931,0.0,0.0353,0.937,128.046,237467,5
Auch im Regen                                                                                                                                                                    ,0.598,0.378,-7.002,0.0262,0.145,0.0,0.076,0.226,134.588,267773,26
Übers Ende der Welt                                                                                                                                                              ,0.486,0.948,-4.075,0.0585,0.015,1.04e-06,0.281,0.497,140.032,213320,25
"Wenn Nicht Jetzt, Wann Dann?                                                                                                                                                   ",0.689,0.886,-4.774,0.0428,0.0387,0.0,0.0865,0.762,104.989,181707,5
Stück vom Himmel                                                                                                                                                                 ,0.536,0.692,-5.306,0.0337,0.0894,0.0,0.105,0.237,88.968,246267,26
Träumst du (feat. Marta Jandová)                                                                                                                                                 ,0.534,0.975,-2.98,0.0952,0.0121,0.0,0.561,0.187,119.951,236267,7
Ein Stern (der deinen Namen trägt) - Party Mix                                                                                                                                   ,0.717,0.962,-3.094,0.0334,0.00313,4.7e-06,0.445,0.946,126.016,236307,5
Ernten was wir säen                                                                                                                                                              ,0.646,0.775,-4.859,0.136,0.00227,0.0,0.0459,0.752,154.82,253813,6
Frauen regier'n die Welt                                                                                                                                                         ,0.6,0.66,-3.594,0.044,0.0867,0.0,0.101,0.553,133.909,178107,18
Spring nicht                                                                                                                                                                     ,0.461,0.631,-5.723,0.0291,0.00193,0.0,0.0852,0.17,162.998,248773,26
Heul doch                                                                                                                                                                        ,0.651,0.808,-5.758,0.0623,0.00634,9.25e-05,0.143,0.699,160.075,241547,6
Zerrissen                                                                                                                                                                        ,0.614,0.474,-7.185,0.0269,0.287,0.0,0.0925,0.309,112.056,203200,26
Vom selben Stern - Radio Edit                                                                                                                                                    ,0.688,0.834,-6.345,0.0343,0.0121,0.000119,0.0882,0.886,140.006,228373,5
Einfach Sein                                                                                                                                                                     ,0.823,0.55,-6.345,0.0452,0.0123,2.79e-05,0.0917,0.618,147.095,217400,1
Prison Break Anthem (Ich Glaub An Dich) - Single Version                                                                                                                         ,0.724,0.901,-4.031,0.209,0.0125,0.000581,0.356,0.393,95.976,242813,18
Hamma!                                                                                                                                                                           ,0.803,0.772,-7.028,0.1,0.0288,0.0,0.0993,0.597,99.959,216213,1
Bedingungslos (Single Mix)                                                                                                                                                       ,0.659,0.234,-14.391,0.0336,0.666,0.0,0.0932,0.366,125.914,214614,3
Erste Liebe (First Time)                                                                                                                                                         ,0.685,0.567,-7.336,0.0541,0.363,0.0,0.171,0.624,97.992,236347,12
Das Gegenteil von Liebe - Radio Version                                                                                                                                          ,0.512,0.651,-5.443,0.0298,0.281,0.0,0.106,0.272,151.289,215547,26
Du hast den schönsten Arsch der Welt - Single Version                                                                                                                            ,0.69,0.851,-4.418,0.0667,0.0297,0.00673,0.0659,0.802,135.968,213360,5
An deiner Seite (ich bin da)                                                                                                                                                     ,0.567,0.664,-5.988,0.0344,0.0893,7.66e-05,0.12,0.169,119.998,262027,26
Stark                                                                                                                                                                            ,0.599,0.706,-7.686,0.0247,0.0448,0.00457,0.367,0.524,140.006,257627,18
Cowboy Und Indianer                                                                                                                                                              ,0.732,0.894,-4.734,0.0439,0.0331,0.0,0.0508,0.631,136.004,230813,18
Doktorspiele - Single Version                                                                                                                                                    ,0.635,0.967,-4.568,0.0405,0.0138,6.54e-05,0.0326,0.408,139.971,223853,17
Kuschel Song - Single Version                                                                                                                                                    ,0.619,0.811,-6.338,0.0359,0.0346,0.112,0.121,0.682,131.963,169920,18
Das rote Pferd                                                                                                                                                                   ,0.63,0.997,-1.975,0.0733,0.0203,0.0,0.688,0.691,133.994,193733,14
Ich bin ein Döner - Single Version                                                                                                                                               ,0.807,0.999,-1.735,0.125,0.08,0.0,0.323,0.659,138.022,187360,5
"Bettina, zieh dir bitte etwas an                                                                                                                                               ",0.829,0.557,-6.153,0.11,0.00312,3.99e-06,0.0598,0.953,134.982,230293,19
Ey DJ                                                                                                                                                                            ,0.869,0.701,-6.393,0.0638,0.0222,0.0712,0.0781,0.961,129.956,224467,19
Joana                                                                                                                                                                            ,0.763,0.906,-4.856,0.0336,0.175,1.37e-06,0.176,0.961,126.043,204387,5
Keinen Zentimeter                                                                                                                                                                ,0.586,0.823,-6.117,0.0516,0.351,1.71e-06,0.117,0.768,176.647,204440,6
So soll es bleiben - Single Edit                                                                                                                                                 ,0.592,0.856,-4.734,0.0296,0.0563,4.97e-05,0.095,0.396,112.002,223422,18
Wenn du durchhängst                                                                                                                                                              ,0.543,0.454,-6.253,0.0249,0.321,5.69e-06,0.133,0.313,79.995,259427,26
3 Tage Wach                                                                                                                                                                      ,0.959,0.638,-6.476,0.158,0.0207,0.00168,0.0987,0.288,125.0,322036,1
Bringt ihn heim - Single Version                                                                                                                                                 ,0.487,0.957,-4.568,0.068,0.201,0.000467,0.381,0.329,122.483,228747,7
Helden 2008                                                                                                                                                                      ,0.575,0.798,-4.454,0.0328,0.0366,0.0,0.391,0.618,138.012,181933,18
Fieber - Radio Edit                                                                                                                                                              ,0.376,0.863,-4.692,0.0547,0.00237,0.0,0.228,0.589,168.226,209880,25
Supa Deutschland - Medley                                                                                                                                                        ,0.517,0.999,-3.652,0.124,0.0525,8.56e-06,0.724,0.707,139.93,170387,14
Alles neu                                                                                                                                                                        ,0.811,0.816,-4.887,0.129,0.186,0.0,0.629,0.313,133.876,260093,14
Gib mir Sonne                                                                                                                                                                    ,0.541,0.641,-4.042,0.0312,0.2,2.17e-06,0.0807,0.181,142.019,241947,26
Helden gesucht - Single Version                                                                                                                                                  ,0.561,0.905,-2.628,0.0356,0.0967,2.63e-05,0.328,0.56,115.921,226213,18
Nichts bringt mich runter - Single Edit                                                                                                                                          ,0.786,0.861,-7.39,0.0341,0.187,0.000147,0.345,0.932,128.002,216373,5
Allein Allein                                                                                                                                                                    ,0.465,0.844,-4.464,0.0471,0.000555,0.0127,0.198,0.13,131.99,242787,17
Wundervoll - Sei bellissima                                                                                                                                                      ,0.483,0.507,-5.674,0.0277,0.568,0.0,0.147,0.356,149.222,203227,23
Haus am See                                                                                                                                                                      ,0.801,0.599,-6.071,0.0473,0.324,0.0,0.237,0.589,123.715,216000,12
Noch in 100.000 Jahren - Single Version                                                                                                                                          ,0.714,0.887,-2.731,0.03,0.00335,3.37e-06,0.467,0.696,127.974,224440,14
Glück                                                                                                                                                                            ,0.531,0.507,-6.094,0.0321,0.704,4e-05,0.119,0.433,143.726,245013,23
Bis zum Schluss (with Silbermond)                                                                                                                                                ,0.504,0.784,-7.279,0.151,0.0353,0.0,0.108,0.49,86.543,224427,18
